1,392,2,0
1,357,1,NaN
1,357,1,1
1,463,2,NaN
1,640,1,1
1,570,2,1
1,499,1,1
1,428,2,NaN
1,570,2,NaN
1,284,1,0
1,392,1,NaN
1,463,2,NaN
1,428,1,1
1,640,2,0
1,534,1,1
1,284,2,NaN
1,534,1,1
1,392,2,1
1,428,3,NaN
1,640,1,1
1,428,1,NaN
1,534,1,0
1,499,1,1
1,463,1,0
1,428,1,0
1,428,2,1
1,463,1,0
1,392,1,1
1,640,2,NaN
1,357,1,1
1,357,1,0
1,534,1,0
1,499,1,1
1,428,1,NaN
1,570,1,0
1,499,1,0
1,392,2,NaN
1,640,2,NaN
1,499,1,NaN
1,392,1,0
1,570,1,0
1,640,1,0
1,534,1,1
1,499,2,NaN
1,357,2,NaN
1,284,1,1
1,534,1,1
1,640,1,1
1,392,1,1
1,463,1,0
1,392,1,0
1,284,1,NaN
1,499,1,0
1,640,1,1
1,284,1,0
1,463,1,0
1,463,1,0
1,570,1,1
1,570,1,0
1,357,1,1
1,357,1,0
1,534,1,1
1,463,1,1
1,463,1,0
1,392,1,NaN
1,428,1,0
1,499,1,NaN
1,463,1,1
1,570,1,0
1,499,1,0
1,428,1,1
1,570,1,1
1,534,1,1
1,570,1,1
1,499,1,0
1,392,1,1
1,640,1,1
1,357,1,0
1,534,1,1
1,357,1,0
1,284,1,1
1,428,1,1
1,284,1,1
1,357,1,1
1,534,1,1
1,284,1,0
1,640,1,0
1,284,1,1
1,570,1,1
1,284,1,NaN
