4,124,1,1
4,124,1,1
4,230,1,0
4,124,1,1
4,284,2,1
4,284,3,NaN
4,159,1,1
4,266,2,1
4,124,1,1
4,159,1,1
4,159,1,1
4,195,1,1
4,266,3,1
4,640,3,NaN
4,159,1,1
4,301,2,1
4,301,2,1
4,301,3,0
4,195,1,NaN
4,124,1,1
4,640,2,0
4,230,1,1
4,266,3,NaN
4,124,1,1
4,159,1,1
4,337,3,1
4,124,1,1
4,230,1,1
4,337,3,1
4,159,1,0
4,266,2,1
4,337,3,1
4,195,1,1
4,301,2,NaN
4,337,3,1
4,337,2,1
4,159,1,1
4,195,1,0
4,337,3,0
4,230,1,1
4,195,1,1
4,301,3,1
4,230,1,1
4,230,1,1
4,640,2,1
4,640,2,1
4,284,2,NaN
4,159,1,1
4,124,1,1
4,337,3,NaN
4,159,1,1
4,640,3,1
4,640,3,NaN
4,640,3,NaN
4,266,3,1
4,301,2,1
4,230,1,0
4,337,2,1
4,230,1,1
4,301,2,0
4,640,3,NaN
4,266,2,0
4,284,3,1
4,640,3,NaN
4,284,2,NaN
4,284,2,1
4,284,2,0
4,159,1,1
4,195,1,1
4,266,3,NaN
4,195,1,1
4,230,1,0
4,266,2,1
4,284,3,1
4,640,2,1
4,301,2,1
4,284,3,1
4,301,2,NaN
4,266,2,NaN
4,266,3,1
4,195,1,1
4,230,1,0
4,284,2,1
4,337,3,1
4,301,3,0
4,195,1,1
4,124,1,1
4,124,1,1
4,195,1,1
4,337,3,1
