4,153,1,1
4,295,2,0
4,284,3,1
4,188,3,1
4,259,2,NaN
4,640,3,NaN
4,224,1,1
4,117,3,NaN
4,153,3,NaN
4,284,2,1
4,295,2,1
4,117,2,1
4,331,3,NaN
4,224,3,1
4,188,3,1
4,295,2,NaN
4,295,3,0
4,259,3,0
4,117,3,0
4,295,3,NaN
4,153,3,0
4,331,1,0
4,188,2,1
4,331,3,0
4,153,1,1
4,259,3,0
4,331,3,1
4,117,3,1
4,640,3,1
4,224,3,1
4,331,3,0
4,153,1,NaN
4,153,3,NaN
4,224,2,NaN
4,224,1,NaN
4,295,2,NaN
4,259,2,NaN
4,188,3,NaN
4,224,3,NaN
4,640,1,NaN
4,259,3,NaN
4,331,1,NaN
4,224,1,NaN
4,331,2,NaN
4,224,3,NaN
4,117,3,1
4,153,3,0
4,640,1,1
4,117,1,1
4,117,2,NaN
4,188,2,NaN
4,295,3,1
4,188,3,0
4,259,3,1
4,284,3,0
4,153,3,1
4,188,3,0
4,117,3,1
4,640,1,0
4,640,1,NaN
4,259,1,0
4,295,3,1
4,640,3,0
4,284,1,0
4,117,3,NaN
4,259,3,0
4,284,3,1
4,259,3,1
4,284,3,1
4,259,3,1
4,153,3,0
4,284,3,1
4,331,1,0
4,640,1,NaN
4,188,1,1
4,295,3,1
4,188,3,1
4,153,3,0
4,284,3,1
4,331,1,0
4,640,2,NaN
4,224,3,NaN
4,224,3,1
4,188,3,0
4,117,1,NaN
4,640,1,NaN
4,284,3,NaN
4,284,3,1
4,331,1,1
4,295,3,1
