3,257,1,1
3,293,1,NaN
3,640,3,1
3,293,1,NaN
3,151,1,1
3,222,1,1
3,284,1,1
3,364,1,0
3,328,1,0
3,151,1,NaN
3,186,1,1
3,257,1,1
3,222,1,0
3,222,1,0
3,640,1,NaN
3,186,2,NaN
3,284,2,NaN
3,222,2,NaN
3,640,1,1
3,284,1,NaN
3,151,1,1
3,257,1,NaN
3,364,1,0
3,364,1,0
3,222,1,NaN
3,257,1,1
3,364,1,0
3,257,1,1
3,640,1,0
3,640,1,1
3,186,1,NaN
3,222,1,0
3,186,1,NaN
3,293,1,NaN
3,364,1,0
3,328,1,0
3,284,1,0
3,222,1,1
3,257,1,1
3,186,1,NaN
3,284,1,NaN
3,151,1,1
3,328,1,1
3,257,1,1
3,151,1,1
3,364,1,1
3,328,1,0
3,284,1,1
3,151,1,1
3,640,1,NaN
3,364,1,0
3,293,1,0
3,293,1,0
3,222,1,1
3,328,1,0
3,293,1,1
3,364,1,0
3,151,1,1
3,186,1,0
3,186,1,1
3,257,1,NaN
3,328,1,0
3,328,1,1
3,328,1,0
3,257,1,0
3,151,1,0
3,640,1,0
3,284,1,1
3,284,1,1
3,186,1,1
3,364,1,1
3,186,1,NaN
3,151,1,1
3,222,1,1
3,293,1,1
3,151,1,1
3,293,1,1
3,640,1,NaN
3,186,1,1
3,257,2,0
3,640,3,1
3,284,1,1
3,364,1,NaN
3,284,1,1
3,328,1,NaN
3,328,1,NaN
3,293,1,1
3,640,1,1
3,293,1,NaN
3,222,1,1
