1,199,1,0
1,234,1,1
1,305,2,NaN
1,341,2,1
1,128,1,1
1,128,1,1
1,305,3,0
1,341,3,1
1,270,3,1
1,284,2,1
1,341,2,0
1,270,2,0
1,199,1,NaN
1,305,3,1
1,163,1,NaN
1,163,1,1
1,163,1,1
1,128,1,1
1,305,3,0
1,163,1,1
1,640,2,1
1,305,3,0
1,640,3,0
1,199,1,1
1,199,1,1
1,234,1,1
1,305,2,0
1,284,3,1
1,305,3,0
1,284,2,0
1,270,2,1
1,128,1,1
1,270,2,1
1,270,3,1
1,284,3,1
1,640,3,1
1,341,3,1
1,199,1,1
1,234,1,0
1,234,1,1
1,128,1,0
1,270,3,1
1,341,3,1
1,305,3,1
1,640,3,1
1,199,1,1
1,163,1,1
1,270,2,1
1,128,1,1
1,234,1,1
1,128,1,1
1,199,1,1
1,305,2,0
1,640,2,0
1,163,1,1
1,199,1,1
1,640,3,1
1,199,1,1
1,128,1,1
1,640,2,1
1,284,3,1
1,163,1,1
1,234,1,1
1,234,1,1
1,234,1,1
1,234,1,0
1,199,1,1
1,270,2,NaN
1,640,2,0
1,640,3,1
1,341,3,1
1,270,3,1
1,163,1,1
1,640,3,0
1,341,2,1
1,163,1,NaN
1,284,3,0
1,341,3,1
1,284,3,1
1,128,1,1
1,270,2,NaN
1,284,3,1
1,341,3,0
1,284,3,1
1,234,1,0
1,341,2,1
1,163,1,1
1,284,3,0
1,128,1,1
1,305,3,0
