2,415,1,1
2,344,1,1
2,415,1,1
2,380,3,1
2,380,2,1
2,344,3,1
2,308,1,1
2,273,1,1
2,451,2,NaN
2,273,1,1
2,284,1,1
2,308,2,1
2,308,1,1
2,380,1,1
2,451,1,0
2,640,3,1
2,415,2,0
2,640,2,1
2,237,1,1
2,451,3,0
2,380,2,1
2,344,2,1
2,451,3,1
2,237,1,1
2,380,1,1
2,344,1,1
2,284,1,NaN
2,237,1,1
2,415,1,1
2,415,1,1
2,640,2,0
2,380,2,1
2,308,3,1
2,380,3,1
2,308,2,0
2,308,1,NaN
2,451,2,NaN
2,344,2,1
2,273,1,0
2,380,1,0
2,344,3,0
2,415,1,0
2,237,2,NaN
2,415,3,0
2,284,1,0
2,415,3,1
2,284,1,1
2,284,1,1
2,237,1,1
2,237,1,1
2,415,1,1
2,273,2,0
2,273,1,1
2,344,1,1
2,237,1,1
2,284,1,1
2,308,1,1
2,415,3,1
2,284,1,0
2,273,1,NaN
2,237,1,1
2,451,3,1
2,284,1,1
2,640,2,NaN
2,640,2,1
2,451,3,1
2,640,2,1
2,273,1,1
2,451,3,1
2,273,1,1
2,344,2,0
2,640,2,1
2,344,2,0
2,640,3,1
2,380,3,1
2,344,3,1
2,237,1,1
2,284,1,1
2,273,1,1
2,284,1,1
2,237,1,1
2,273,1,1
2,308,1,1
2,308,1,1
2,308,1,1
2,380,2,1
2,640,3,1
2,451,3,1
2,640,3,0
2,451,3,1
